URL,"HTTP Code",Status,"Total Time (sec)","Name Lookup Time (sec)","Connect Time (sec)","Download Speed Time","Check Status Date"
" http://alakmalak.com",0,"Not Registered",0,0,0,0,"2018-09-26 15:35:50"
